user_id,age,sex,weight_kg,height_cm,bmi,activity_level,bmr_kcal,tdee_kcal,diet_type,region,health_condition,food_allergy,vegetable_preference,budget_tier
USR0679,7,Male,57.1,169.8,19.8,Moderate,1602,2483,Non-Vegetarian,Mountain,None,None,No bitter,2
USR0680,34,Male,67.2,168.9,23.6,Moderate,1563,2423,Non-Vegetarian,Hills,None,Milk,Prefers cooked,3
USR0681,11,Male,71.6,161.2,27.6,Heavy,1674,2888,Vegetarian,Terai,Lactose Intolerance,None,Likes all,3
USR0682,26,Male,48.1,153.2,20.5,Moderate,1314,2037,Non-Vegetarian,Hills,Obesity,Gluten,Likes all,1
USR0683,47,Female,55.9,150.7,24.6,Moderate,1105,1713,Non-Vegetarian,Hills,None,None,No leafy,2
USR0684,69,Female,57.4,158.8,22.8,Heavy,1060,1828,Non-Vegetarian,Terai,None,Fish,Prefers cooked,1
USR0685,57,Female,70.7,146.6,32.9,Moderate,1177,1824,Vegetarian,Hills,None,None,Likes all,1
USR0686,45,Female,41.4,161.0,16.0,Heavy,1034,1784,Vegetarian,Hills,None,None,Likes all,3
USR0687,58,Female,42.9,160.1,16.7,Moderate,979,1517,Non-Vegetarian,Hills,None,Milk,Prefers cooked,2
USR0688,31,Female,63.6,147.6,29.2,Heavy,1242,2142,Non-Vegetarian,Hills,None,Milk,Likes all,1
USR0689,54,Female,51.7,142.6,25.4,Moderate,977,1514,Vegan,Mountain,Diabetes,None,Likes all,3
USR0690,71,Female,47.1,162.4,17.9,Sedentary,970,1164,Vegetarian,Mountain,Lactose Intolerance,Milk,Prefers cooked,2
USR0691,69,Female,56.4,155.6,23.3,Moderate,1030,1596,Non-Vegetarian,Mountain,Hypertension,None,Likes all,1
USR0692,43,Female,53.2,153.7,22.5,Moderate,1117,1731,Non-Vegetarian,Mountain,Lactose Intolerance,None,No bitter,2
USR0693,22,Female,51.6,145.7,24.3,Moderate,1156,1792,Vegetarian,Hills,Underweight,None,No bitter,2
USR0694,23,Male,57.5,150.4,25.4,Sedentary,1405,1686,Vegetarian,Terai,Anaemia,None,No leafy,1
USR0695,14,Female,46.5,160.3,18.1,Heavy,1236,2132,Non-Vegetarian,Mountain,Obesity,Fish,No leafy,2
USR0696,25,Female,56.9,156.9,23.1,Heavy,1264,2180,Non-Vegetarian,Mountain,Underweight,None,Prefers cooked,2
USR0697,9,Female,53.5,137.2,28.4,Moderate,1186,1838,Vegetarian,Mountain,Anaemia,None,Likes all,2
USR0698,10,Female,49.5,153.5,21.0,Moderate,1243,1927,Non-Vegetarian,Hills,Diabetes,Gluten,Likes all,1
USR0699,58,Male,82.2,170.1,28.4,Moderate,1600,2480,Non-Vegetarian,Terai,Obesity,None,Likes all,3
USR0700,13,Female,60.4,148.7,27.3,Moderate,1307,2026,Vegan,Hills,Hypertension,Fish,No leafy,3
USR0701,22,Male,50.9,164.7,18.8,Heavy,1433,2472,Non-Vegetarian,Terai,Hypertension,None,No leafy,2
USR0702,55,Male,60.4,167.1,21.6,Heavy,1378,2377,Non-Vegetarian,Terai,None,None,No bitter,3
USR0703,15,Male,66.9,175.4,21.7,Sedentary,1695,2034,Vegan,Mountain,None,Gluten,Likes all,1
USR0704,7,Male,60.9,170.4,21.0,Heavy,1644,2836,Vegetarian,Mountain,Lactose Intolerance,Nuts,No leafy,3
USR0705,67,Male,63.4,163.7,23.7,Heavy,1327,2289,Non-Vegetarian,Hills,None,Nuts,No leafy,2
USR0706,19,Male,74.4,163.7,27.8,Moderate,1677,2599,Non-Vegetarian,Terai,Diabetes,None,Prefers cooked,2
USR0707,26,Female,75.4,160.5,29.3,Moderate,1466,2272,Vegetarian,Terai,Diabetes,Fish,Likes all,2
USR0708,57,Male,68.0,161.2,26.2,Sedentary,1408,1690,Vegetarian,Terai,None,None,No leafy,3
USR0709,19,Female,53.0,160.1,20.7,Heavy,1275,2199,Vegetarian,Hills,None,Fish,Prefers cooked,1
USR0710,75,Female,67.1,151.6,29.2,Moderate,1082,1677,Vegan,Terai,Diabetes,Fish,No leafy,1
USR0711,23,Male,41.7,181.6,12.6,Moderate,1442,2235,Vegan,Hills,Underweight,Gluten,Likes all,1
USR0712,42,Female,50.9,150.5,22.5,Sedentary,1079,1295,Non-Vegetarian,Hills,Lactose Intolerance,Milk,No leafy,2
USR0713,70,Male,60.8,169.7,21.1,Sedentary,1324,1589,Non-Vegetarian,Terai,Anaemia,None,Prefers cooked,3
USR0714,60,Female,56.6,162.0,21.6,Moderate,1118,1733,Non-Vegetarian,Hills,Obesity,Milk,Prefers cooked,2
USR0715,31,Female,42.2,156.4,17.3,Sedentary,1084,1301,Non-Vegetarian,Terai,Lactose Intolerance,Gluten,Likes all,1
USR0716,57,Male,47.5,160.8,18.4,Heavy,1200,2070,Non-Vegetarian,Mountain,None,None,Likes all,2
USR0717,50,Male,71.6,163.6,26.8,Moderate,1494,2316,Non-Vegetarian,Terai,None,None,No leafy,2
USR0718,61,Male,78.5,165.8,28.6,Moderate,1521,2358,Non-Vegetarian,Terai,None,Milk,Prefers cooked,1
USR0719,51,Female,64.2,155.9,26.4,Moderate,1200,1860,Vegetarian,Terai,Celiac,Fish,Likes all,2
USR0720,26,Female,41.5,150.7,18.3,Moderate,1066,1652,Vegetarian,Mountain,None,None,Prefers cooked,2
USR0721,71,Male,60.9,158.6,24.2,Sedentary,1250,1500,Vegan,Mountain,Diabetes,Gluten,Likes all,2
USR0722,46,Male,32.3,175.7,10.5,Moderate,1196,1854,Vegetarian,Mountain,Obesity,Gluten,No bitter,3
USR0723,33,Male,83.4,170.2,28.8,Heavy,1738,2998,Non-Vegetarian,Terai,Anaemia,None,No bitter,1
USR0724,33,Male,72.4,163.8,27.0,Sedentary,1588,1906,Non-Vegetarian,Terai,None,Nuts,No bitter,1
USR0725,8,Male,44.0,166.8,15.8,Moderate,1448,2244,Non-Vegetarian,Terai,None,Gluten,Prefers cooked,2
USR0726,47,Male,54.7,164.3,20.3,Sedentary,1344,1613,Vegan,Mountain,Obesity,None,No leafy,3
USR0727,15,Male,84.0,162.2,31.9,Heavy,1784,3077,Non-Vegetarian,Terai,None,None,No leafy,1
USR0728,60,Female,66.4,158.2,26.5,Sedentary,1192,1430,Non-Vegetarian,Hills,Anaemia,None,No leafy,1
USR0729,63,Male,48.7,174.5,16.0,Sedentary,1268,1522,Non-Vegetarian,Terai,Obesity,Nuts,Prefers cooked,1
USR0730,6,Male,58.9,163.3,22.1,Moderate,1585,2457,Vegan,Terai,Celiac,Milk,No bitter,2
USR0731,61,Female,55.9,157.5,22.5,Sedentary,1077,1292,Vegetarian,Terai,Diabetes,Fish,No bitter,2
USR0732,23,Male,48.6,167.1,17.4,Moderate,1420,2201,Non-Vegetarian,Terai,Underweight,None,Likes all,1
USR0733,59,Male,46.8,183.2,13.9,Moderate,1323,2051,Vegetarian,Hills,None,Gluten,No leafy,3
USR0734,47,Female,47.0,149.1,21.1,Moderate,1006,1559,Vegetarian,Hills,None,Gluten,Prefers cooked,1
USR0735,34,Male,55.2,166.2,20.0,Heavy,1426,2460,Non-Vegetarian,Hills,None,Fish,Prefers cooked,1
USR0736,6,Female,56.0,154.8,23.4,Sedentary,1336,1603,Non-Vegetarian,Hills,Obesity,None,No bitter,1
USR0737,30,Male,64.0,169.7,22.2,Moderate,1556,2412,Non-Vegetarian,Hills,Underweight,None,Prefers cooked,1
USR0738,27,Male,74.1,150.3,32.8,Sedentary,1550,1860,Non-Vegetarian,Hills,Celiac,None,No bitter,1
USR0739,63,Female,55.0,166.7,19.8,Moderate,1116,1730,Vegan,Mountain,Anaemia,None,Likes all,1
USR0740,29,Male,65.5,172.3,22.1,Moderate,1592,2468,Non-Vegetarian,Mountain,Anaemia,None,Likes all,3
USR0741,73,Male,60.4,169.4,21.0,Moderate,1303,2020,Vegetarian,Hills,None,Gluten,Prefers cooked,1
USR0742,13,Female,58.4,160.0,22.8,Moderate,1358,2105,Non-Vegetarian,Mountain,Obesity,None,No bitter,2
USR0743,68,Female,42.3,155.5,17.5,Sedentary,894,1073,Non-Vegetarian,Terai,None,Gluten,Prefers cooked,2
USR0744,44,Male,53.3,168.5,18.8,Moderate,1371,2125,Non-Vegetarian,Hills,Underweight,None,Prefers cooked,1
USR0745,61,Female,47.5,153.4,20.2,Sedentary,968,1162,Non-Vegetarian,Mountain,Lactose Intolerance,Nuts,No leafy,2
USR0746,60,Female,40.3,160.8,15.6,Moderate,947,1468,Non-Vegetarian,Hills,None,None,No leafy,1
USR0747,14,Female,51.6,156.2,21.1,Sedentary,1261,1513,Non-Vegetarian,Terai,None,None,Likes all,2
USR0748,74,Male,64.0,170.0,22.1,Moderate,1338,2074,Non-Vegetarian,Hills,Celiac,Milk,Prefers cooked,3
USR0749,74,Male,63.1,164.5,23.3,Moderate,1294,2006,Non-Vegetarian,Hills,Anaemia,Fish,Likes all,2
USR0750,55,Male,64.3,177.7,20.4,Moderate,1484,2300,Non-Vegetarian,Terai,Underweight,Gluten,No leafy,2
USR0751,45,Male,68.0,158.0,27.2,Heavy,1448,2498,Non-Vegetarian,Hills,Obesity,None,No bitter,1
USR0752,44,Male,63.3,164.6,23.4,Moderate,1447,2243,Non-Vegetarian,Terai,Anaemia,Fish,No leafy,3
USR0753,46,Female,44.0,149.3,19.7,Sedentary,982,1178,Non-Vegetarian,Terai,Hypertension,Fish,No leafy,1
USR0754,13,Female,48.3,153.0,20.6,Sedentary,1213,1456,Non-Vegetarian,Mountain,Obesity,Milk,Likes all,1
USR0755,75,Male,70.2,178.5,22.0,Heavy,1448,2498,Vegetarian,Terai,None,None,No leafy,2
USR0756,34,Male,58.9,174.4,19.4,Heavy,1514,2612,Vegetarian,Hills,Underweight,None,Prefers cooked,2
USR0757,55,Female,56.4,156.8,22.9,Heavy,1108,1911,Non-Vegetarian,Terai,Anaemia,None,Prefers cooked,1
USR0758,60,Female,59.5,144.6,28.5,Moderate,1038,1609,Vegan,Mountain,Diabetes,None,No leafy,2
USR0759,5,Male,72.8,164.5,26.9,Heavy,1736,2995,Vegan,Terai,Underweight,Nuts,No leafy,2
USR0760,10,Female,53.4,148.2,24.3,Heavy,1249,2155,Non-Vegetarian,Hills,Anaemia,None,No leafy,1
USR0761,60,Male,40.8,169.6,14.2,Moderate,1173,1818,Vegan,Terai,Anaemia,None,Prefers cooked,1
USR0762,73,Female,48.8,169.1,17.1,Moderate,1019,1579,Non-Vegetarian,Hills,Underweight,None,No bitter,1
USR0763,69,Male,62.9,157.9,25.2,Heavy,1276,2201,Non-Vegetarian,Hills,None,None,No leafy,1
USR0764,64,Male,49.9,174.0,16.5,Moderate,1272,1972,Non-Vegetarian,Terai,None,Milk,Likes all,1
USR0765,64,Female,50.6,154.3,21.3,Moderate,989,1533,Non-Vegetarian,Terai,Obesity,Milk,Prefers cooked,1
USR0766,17,Male,64.3,168.7,22.6,Heavy,1617,2789,Non-Vegetarian,Terai,Celiac,None,No bitter,1
USR0767,50,Female,60.2,164.0,22.4,Moderate,1216,1885,Non-Vegetarian,Terai,Celiac,None,No leafy,2
USR0768,11,Female,51.7,152.7,22.2,Heavy,1255,2165,Non-Vegetarian,Terai,Hypertension,None,Prefers cooked,1
USR0769,58,Male,63.7,165.2,23.3,Moderate,1384,2145,Vegetarian,Terai,None,None,Prefers cooked,1
USR0770,70,Female,60.2,157.9,24.1,Moderate,1078,1671,Vegan,Terai,Underweight,Fish,No leafy,1
USR0771,32,Male,69.0,169.4,24.0,Sedentary,1594,1913,Non-Vegetarian,Hills,None,Fish,Prefers cooked,2
USR0772,13,Male,57.6,159.6,22.6,Moderate,1514,2347,Vegetarian,Terai,None,Fish,No bitter,3
USR0773,18,Female,50.3,142.0,24.9,Moderate,1140,1767,Non-Vegetarian,Terai,Lactose Intolerance,Nuts,No leafy,1
USR0774,27,Female,41.7,143.1,20.4,Moderate,1015,1573,Non-Vegetarian,Terai,Hypertension,None,No leafy,2
USR0775,69,Male,36.5,152.5,15.7,Moderate,978,1516,Vegetarian,Mountain,None,Milk,Prefers cooked,2
USR0776,15,Male,71.0,167.8,25.2,Moderate,1689,2618,Non-Vegetarian,Terai,Anaemia,None,Likes all,1
USR0777,47,Female,59.2,158.6,23.5,Sedentary,1187,1424,Vegan,Hills,Celiac,Milk,Likes all,1
USR0778,48,Female,54.5,162.7,20.6,Moderate,1161,1800,Non-Vegetarian,Mountain,Anaemia,Nuts,Prefers cooked,2
USR0779,13,Male,64.6,162.8,24.4,Moderate,1604,2486,Vegetarian,Terai,None,None,Likes all,1
USR0780,35,Male,51.5,164.6,19.0,Heavy,1374,2370,Non-Vegetarian,Terai,None,None,No leafy,1
USR0781,43,Male,59.6,173.5,19.8,Moderate,1470,2278,Non-Vegetarian,Hills,None,Nuts,No leafy,2
USR0782,65,Male,50.9,168.4,17.9,Heavy,1242,2142,Non-Vegetarian,Hills,None,Fish,No leafy,1
USR0783,73,Female,62.3,163.2,23.4,Moderate,1117,1731,Non-Vegetarian,Hills,Diabetes,Gluten,No bitter,2
USR0784,14,Female,46.9,163.6,17.5,Moderate,1260,1953,Non-Vegetarian,Terai,None,None,No bitter,2
USR0785,58,Female,76.2,147.2,35.2,Moderate,1231,1908,Non-Vegetarian,Hills,Diabetes,None,No leafy,1
USR0786,54,Male,67.4,163.0,25.4,Heavy,1428,2463,Non-Vegetarian,Hills,Underweight,Gluten,No bitter,1
USR0787,59,Female,53.4,148.8,24.1,Sedentary,1008,1210,Non-Vegetarian,Terai,Celiac,None,No bitter,3
USR0788,23,Female,53.7,163.5,20.1,Moderate,1283,1989,Vegetarian,Terai,None,Fish,No leafy,3
USR0789,71,Male,79.2,156.2,32.5,Moderate,1418,2198,Non-Vegetarian,Hills,Diabetes,Fish,No bitter,2
USR0790,18,Male,50.6,154.5,21.2,Moderate,1387,2150,Non-Vegetarian,Hills,None,Fish,No bitter,1
USR0791,67,Male,65.8,165.0,24.2,Heavy,1359,2344,Vegan,Hills,Celiac,Milk,No leafy,1
USR0792,52,Male,64.1,169.0,22.4,Heavy,1442,2487,Non-Vegetarian,Mountain,None,Gluten,Prefers cooked,1
USR0793,12,Male,62.0,150.4,27.4,Moderate,1505,2333,Non-Vegetarian,Hills,Obesity,None,Prefers cooked,1
USR0794,15,Female,48.8,157.9,19.6,Moderate,1239,1920,Vegetarian,Mountain,None,Gluten,No leafy,1
USR0795,12,Male,59.5,184.8,17.4,Sedentary,1695,2034,Vegetarian,Terai,Underweight,None,No leafy,3
USR0796,67,Female,46.0,155.1,19.1,Heavy,933,1609,Non-Vegetarian,Hills,Celiac,Nuts,No bitter,1
USR0797,56,Female,51.8,155.7,21.4,Moderate,1050,1628,Non-Vegetarian,Terai,None,Gluten,No leafy,1
USR0798,20,Male,67.5,160.3,26.3,Moderate,1582,2452,Non-Vegetarian,Hills,Lactose Intolerance,Gluten,No leafy,1
USR0799,46,Male,71.4,165.8,26.0,Sedentary,1525,1830,Non-Vegetarian,Hills,None,Gluten,No leafy,3
USR0800,49,Male,41.2,173.1,13.8,Heavy,1254,2163,Vegetarian,Hills,Diabetes,None,Prefers cooked,3
USR0801,21,Male,57.7,165.0,21.2,Heavy,1508,2601,Non-Vegetarian,Hills,None,Gluten,Prefers cooked,1
USR0802,26,Male,62.3,153.3,26.5,Sedentary,1456,1747,Vegetarian,Hills,None,None,No bitter,2
USR0803,33,Female,51.4,143.8,24.9,Sedentary,1087,1304,Non-Vegetarian,Mountain,Celiac,Gluten,Likes all,2
USR0804,13,Male,56.0,158.9,22.2,Heavy,1493,2575,Vegan,Hills,None,None,No bitter,1
USR0805,16,Female,60.3,158.1,24.1,Moderate,1350,2092,Vegetarian,Mountain,Hypertension,None,No bitter,2
USR0806,44,Male,73.5,168.8,25.8,Heavy,1575,2717,Non-Vegetarian,Hills,Hypertension,None,Prefers cooked,1
USR0807,6,Female,44.3,152.1,19.1,Moderate,1203,1865,Non-Vegetarian,Terai,Obesity,Gluten,Prefers cooked,3
USR0808,23,Female,53.7,140.4,27.2,Sedentary,1138,1366,Vegan,Hills,Diabetes,None,No bitter,3
USR0809,32,Female,40.0,154.3,16.8,Heavy,1043,1799,Vegetarian,Hills,None,None,Prefers cooked,1
USR0810,67,Male,60.8,158.3,24.3,Moderate,1267,1964,Vegetarian,Mountain,Anaemia,Nuts,No leafy,2
USR0811,55,Female,45.5,159.4,17.9,Moderate,1015,1573,Non-Vegetarian,Terai,Underweight,Fish,Likes all,1
USR0812,11,Female,62.3,145.1,29.6,Heavy,1314,2267,Non-Vegetarian,Mountain,None,Gluten,No leafy,2
USR0813,31,Male,65.3,178.0,20.6,Sedentary,1616,1939,Non-Vegetarian,Mountain,None,None,No leafy,2
USR0814,12,Male,84.3,177.3,26.8,Moderate,1896,2939,Vegetarian,Terai,Underweight,Nuts,No leafy,1
USR0815,36,Female,60.5,155.1,25.1,Heavy,1233,2127,Non-Vegetarian,Mountain,None,Fish,Likes all,2
USR0816,40,Female,47.4,148.4,21.5,Sedentary,1040,1248,Vegetarian,Terai,None,None,No leafy,3
USR0817,7,Male,36.7,152.7,15.7,Heavy,1291,2227,Non-Vegetarian,Terai,Lactose Intolerance,None,No leafy,2
USR0818,43,Female,50.3,152.6,21.6,Sedentary,1081,1297,Vegan,Terai,Anaemia,None,No leafy,3
USR0819,13,Female,42.2,152.9,18.1,Sedentary,1152,1382,Non-Vegetarian,Terai,None,None,Likes all,3
USR0820,45,Female,57.4,156.6,23.4,Moderate,1167,1809,Non-Vegetarian,Terai,Underweight,Milk,Likes all,1
USR0821,69,Male,54.2,184.9,15.9,Moderate,1358,2105,Non-Vegetarian,Terai,None,Milk,Likes all,3
USR0822,73,Female,42.9,157.1,17.4,Moderate,885,1372,Vegan,Hills,Lactose Intolerance,None,Likes all,1
USR0823,9,Male,65.2,171.2,22.2,Moderate,1682,2607,Non-Vegetarian,Mountain,Underweight,None,No bitter,2
USR0824,59,Male,68.9,167.8,24.5,Heavy,1448,2498,Non-Vegetarian,Hills,Obesity,None,No bitter,2
USR0825,73,Male,66.0,175.8,21.4,Moderate,1399,2168,Non-Vegetarian,Hills,Lactose Intolerance,None,No leafy,1
USR0826,60,Female,37.2,166.4,13.4,Moderate,951,1474,Vegetarian,Hills,None,None,No leafy,1
USR0827,16,Female,48.7,158.8,19.3,Moderate,1238,1919,Non-Vegetarian,Terai,Diabetes,None,Likes all,2
USR0828,53,Male,78.7,160.8,30.4,Sedentary,1532,1838,Non-Vegetarian,Mountain,Diabetes,Gluten,Likes all,3
USR0829,41,Female,42.3,151.0,18.6,Sedentary,1001,1201,Non-Vegetarian,Hills,Anaemia,None,No bitter,3
USR0830,66,Female,48.2,151.0,21.1,Moderate,935,1449,Non-Vegetarian,Terai,Anaemia,Milk,Likes all,2
USR0831,58,Male,60.3,160.1,23.5,Moderate,1319,2044,Non-Vegetarian,Mountain,Diabetes,Milk,No leafy,3
USR0832,44,Male,59.2,162.4,22.4,Moderate,1392,2158,Non-Vegetarian,Hills,None,None,Likes all,1
USR0833,26,Male,58.3,163.5,21.8,Moderate,1480,2294,Vegan,Hills,None,Fish,Prefers cooked,2
USR0834,70,Female,48.6,144.3,23.3,Sedentary,877,1052,Non-Vegetarian,Terai,Lactose Intolerance,None,Likes all,2
USR0835,36,Female,67.2,153.6,28.5,Sedentary,1291,1549,Vegan,Hills,None,None,Prefers cooked,1
USR0836,22,Female,31.9,152.5,13.7,Heavy,1001,1727,Non-Vegetarian,Hills,None,Nuts,Likes all,2
USR0837,74,Male,73.7,152.3,31.8,Moderate,1324,2052,Non-Vegetarian,Hills,Diabetes,Milk,Prefers cooked,1
USR0838,32,Female,72.3,146.5,33.7,Sedentary,1318,1582,Non-Vegetarian,Mountain,Obesity,None,No bitter,1
USR0839,47,Female,52.7,157.2,21.3,Moderate,1114,1727,Non-Vegetarian,Hills,Hypertension,None,Likes all,2
USR0840,30,Female,63.3,158.3,25.3,Moderate,1311,2032,Non-Vegetarian,Terai,Obesity,None,Prefers cooked,2
USR0841,65,Male,55.3,169.1,19.3,Heavy,1290,2225,Non-Vegetarian,Mountain,Diabetes,None,No leafy,2
USR0842,22,Male,55.5,171.8,18.8,Moderate,1524,2362,Non-Vegetarian,Terai,None,Milk,Likes all,1
USR0843,58,Female,53.3,139.0,27.6,Moderate,951,1474,Non-Vegetarian,Hills,Celiac,Milk,Likes all,2
USR0844,75,Female,40.4,154.3,17.0,Moderate,832,1290,Non-Vegetarian,Hills,Underweight,Fish,Prefers cooked,1
USR0845,7,Male,68.4,170.2,23.6,Sedentary,1718,2062,Non-Vegetarian,Terai,Celiac,Nuts,No leafy,3
USR0846,60,Male,53.9,165.8,19.6,Sedentary,1280,1536,Non-Vegetarian,Terai,Lactose Intolerance,None,Prefers cooked,1
USR0847,19,Female,73.0,137.1,38.8,Moderate,1331,2063,Non-Vegetarian,Terai,Obesity,None,Prefers cooked,1
USR0848,34,Male,69.4,170.6,23.8,Moderate,1595,2472,Non-Vegetarian,Terai,Anaemia,None,Prefers cooked,1
USR0849,53,Male,54.9,168.8,19.3,Moderate,1344,2083,Non-Vegetarian,Hills,Anaemia,Gluten,Likes all,3
USR0850,11,Female,51.6,159.2,20.4,Moderate,1295,2007,Non-Vegetarian,Hills,None,Nuts,Likes all,1
USR0851,5,Male,77.6,169.3,27.1,Moderate,1814,2812,Non-Vegetarian,Hills,Diabetes,None,No leafy,1
USR0852,67,Female,49.0,158.5,19.5,Sedentary,985,1182,Vegetarian,Mountain,None,Nuts,No bitter,2
USR0853,35,Female,50.4,150.1,22.4,Heavy,1106,1908,Vegetarian,Terai,None,None,Likes all,3
USR0854,29,Male,55.6,147.5,25.6,Sedentary,1338,1606,Vegan,Mountain,Hypertension,Milk,No leafy,1
USR0855,10,Male,69.2,171.0,23.7,Moderate,1716,2660,Vegan,Hills,Hypertension,Gluten,Likes all,2
USR0856,66,Male,41.8,174.0,13.8,Sedentary,1180,1416,Non-Vegetarian,Mountain,Diabetes,None,No bitter,1
USR0857,29,Male,61.4,157.0,24.9,Sedentary,1455,1746,Non-Vegetarian,Hills,Underweight,Fish,No leafy,2
USR0858,31,Female,56.1,157.8,22.5,Moderate,1231,1908,Vegan,Terai,Underweight,Gluten,No bitter,2
USR0859,42,Male,58.7,155.2,24.4,Moderate,1352,2096,Non-Vegetarian,Terai,Underweight,None,No bitter,1
USR0860,40,Male,69.1,162.2,26.3,Sedentary,1510,1812,Non-Vegetarian,Terai,Underweight,None,Likes all,2
USR0861,46,Female,66.2,159.5,26.0,Moderate,1268,1965,Non-Vegetarian,Hills,Lactose Intolerance,Milk,No bitter,1
USR0862,50,Male,67.0,185.3,19.5,Moderate,1583,2454,Non-Vegetarian,Terai,Underweight,None,No leafy,2
USR0863,61,Male,63.5,171.2,21.7,Heavy,1405,2424,Non-Vegetarian,Hills,None,Fish,No bitter,1
USR0864,16,Female,44.0,154.2,18.5,Moderate,1163,1803,Non-Vegetarian,Mountain,Obesity,None,No bitter,1
USR0865,25,Female,66.5,145.5,31.4,Moderate,1288,1996,Vegetarian,Terai,None,Fish,Prefers cooked,2
USR0866,17,Female,53.2,150.2,23.6,Sedentary,1225,1470,Vegan,Terai,Anaemia,Fish,Likes all,1
USR0867,10,Male,73.6,175.1,24.0,Moderate,1785,2767,Non-Vegetarian,Mountain,None,None,Likes all,3
USR0868,15,Female,57.0,161.7,21.8,Heavy,1345,2320,Non-Vegetarian,Hills,Hypertension,Gluten,Prefers cooked,1
USR0869,74,Male,57.0,154.5,23.9,Sedentary,1171,1405,Vegetarian,Terai,None,Milk,Likes all,3
USR0870,23,Female,60.4,154.0,25.5,Moderate,1290,2000,Non-Vegetarian,Hills,None,Nuts,No bitter,1
USR0871,19,Female,26.5,155.1,11.0,Moderate,978,1516,Vegetarian,Hills,Hypertension,None,No bitter,1
USR0872,15,Female,63.7,148.2,29.0,Moderate,1327,2057,Non-Vegetarian,Mountain,Hypertension,None,No leafy,1
USR0873,41,Female,51.6,156.7,21.0,Heavy,1129,1948,Non-Vegetarian,Hills,None,None,Prefers cooked,1
USR0874,23,Female,42.9,161.1,16.5,Heavy,1160,2001,Vegetarian,Terai,Lactose Intolerance,Fish,No bitter,1
USR0875,46,Male,68.3,164.8,25.1,Heavy,1488,2567,Non-Vegetarian,Hills,Obesity,Fish,No leafy,2
USR0876,22,Female,58.2,144.3,28.0,Moderate,1213,1880,Non-Vegetarian,Hills,Underweight,Gluten,No leafy,3
USR0877,54,Male,75.7,171.4,25.8,Moderate,1563,2423,Vegetarian,Terai,Hypertension,None,Prefers cooked,1
USR0878,65,Female,73.6,149.9,32.8,Sedentary,1187,1424,Non-Vegetarian,Hills,None,Milk,No leafy,1
USR0879,36,Female,55.6,158.8,22.0,Moderate,1208,1872,Vegetarian,Terai,Anaemia,None,No leafy,2
USR0880,18,Male,60.0,162.3,22.8,Moderate,1529,2370,Vegetarian,Terai,Hypertension,None,Likes all,1
USR0881,6,Male,45.4,158.8,18.0,Moderate,1422,2204,Non-Vegetarian,Hills,None,Milk,No leafy,2
USR0882,61,Female,56.7,143.4,27.6,Moderate,997,1545,Vegetarian,Terai,None,None,Prefers cooked,3
USR0883,6,Male,53.6,170.1,18.5,Heavy,1574,2715,Vegan,Hills,Lactose Intolerance,Milk,Prefers cooked,2
USR0884,39,Male,74.0,163.4,27.7,Moderate,1571,2435,Non-Vegetarian,Hills,Lactose Intolerance,None,Prefers cooked,2
USR0885,14,Male,66.6,156.8,27.1,Moderate,1581,2451,Non-Vegetarian,Hills,None,None,No bitter,2
USR0886,39,Male,65.1,167.0,23.3,Moderate,1505,2333,Vegetarian,Terai,Diabetes,None,Likes all,1
USR0887,6,Male,62.4,158.1,25.0,Moderate,1587,2460,Vegetarian,Terai,Diabetes,None,Likes all,3
USR0888,10,Female,57.8,154.9,24.1,Moderate,1335,2069,Vegetarian,Hills,Diabetes,Fish,Prefers cooked,2
USR0889,50,Female,67.8,152.2,29.3,Sedentary,1218,1462,Non-Vegetarian,Hills,Underweight,None,Prefers cooked,1
USR0890,66,Female,38.9,146.9,18.0,Moderate,816,1265,Non-Vegetarian,Terai,Celiac,Gluten,Likes all,1
USR0891,32,Male,67.1,154.1,28.3,Moderate,1479,2292,Vegan,Mountain,Lactose Intolerance,Nuts,No leafy,1
USR0892,42,Female,42.7,164.6,15.8,Heavy,1085,1872,Vegetarian,Hills,None,None,Likes all,1
USR0893,17,Female,55.7,150.3,24.7,Moderate,1250,1938,Vegan,Terai,Obesity,None,No leafy,2
USR0894,42,Male,66.3,170.5,22.8,Moderate,1524,2362,Non-Vegetarian,Terai,None,None,No leafy,2
USR0895,37,Female,54.8,146.5,25.5,Moderate,1118,1733,Vegetarian,Mountain,Obesity,None,No bitter,2
USR0896,57,Female,66.5,141.8,33.1,Moderate,1105,1713,Non-Vegetarian,Hills,Underweight,Nuts,No bitter,1
USR0897,69,Female,36.5,158.4,14.5,Sedentary,849,1019,Vegan,Terai,None,None,Prefers cooked,1
USR0898,53,Female,59.0,159.9,23.1,Sedentary,1163,1396,Non-Vegetarian,Hills,Obesity,None,No bitter,2
USR0899,73,Female,62.1,149.4,27.8,Sedentary,1029,1235,Non-Vegetarian,Terai,Anaemia,Fish,Prefers cooked,2
USR0900,13,Female,41.6,175.4,13.5,Heavy,1286,2218,Non-Vegetarian,Hills,None,Milk,No leafy,1
USR0901,65,Male,66.2,169.4,23.1,Sedentary,1401,1681,Vegan,Hills,None,Nuts,No leafy,2
USR0902,11,Male,62.5,166.7,22.5,Heavy,1617,2789,Non-Vegetarian,Hills,Celiac,None,Likes all,1
USR0903,40,Male,55.0,168.8,19.3,Heavy,1410,2432,Non-Vegetarian,Mountain,None,Milk,Prefers cooked,1
